"ID";"Photo";"Name";"Reference";"Category";"Base price";"Final price";"Quantity";"Status";"desc";
"519";"LM25NC3";"LMZ16160M3P-SW";"Zoom SWIR Lenses";"0.000000";"0";"0";"https://kowalensestestkowausa.com/wp-content/uploads//p/3/83-home_default.jpg";"http://local.wordpress.dev/wp-content/uploads/2017/11/CCTV-catalog-2016.pdf";
